time,open,high,low,close,Volume
2021/8/6,109.76,110.36,109.7,110.21,138882
2021/8/9,110.31,110.35,110.03,110.22,115362
2021/8/10,110.22,110.6,110.22,110.56,93713
2021/8/11,110.56,110.8,110.31,110.43,120296
2021/8/12,110.43,110.55,110.32,110.42,84270
2021/8/13,110.42,110.46,109.55,109.6,83930
2021/8/16,109.6,109.75,109.11,109.2,117299
2021/8/17,109.2,109.66,109.12,109.58,124866
2021/8/18,109.58,110.07,109.48,109.77,119420
2021/8/19,109.77,110.23,109.48,109.72,160348
2021/8/20,109.72,109.89,109.57,109.77,117006
2021/8/23,109.62,110.15,109.62,109.7,115258
2021/8/24,109.7,109.88,109.41,109.62,100283
2021/8/25,109.62,110.12,109.59,110.02,109698
2021/8/26,110.02,110.23,109.93,110.08,132039
2021/8/27,110.08,110.27,109.78,109.8,148605
2021/8/30,109.84,109.96,109.7,109.91,82546
2021/8/31,109.91,110.08,109.59,109.99,167852
2021/9/1,109.99,110.42,109.88,109.98,154751
2021/9/2,109.98,110.12,109.91,109.91,105768
2021/9/3,109.91,110.07,109.59,109.69,166838
2021/9/6,109.69,109.95,109.59,109.8,76808
2021/9/7,109.8,110.32,109.68,110.26,127925
2021/9/8,110.26,110.45,110.14,110.23,124155
2021/9/9,110.23,110.27,109.62,109.67,151508
2021/9/10,109.67,109.99,109.64,109.88,132452
2021/9/13,109.88,110.16,109.78,109.94,124677
2021/9/14,109.94,110.16,109.53,109.69,152546
2021/9/15,109.69,109.74,109.11,109.37,155652
2021/9/16,109.37,109.83,109.21,109.7,146892
2021/9/17,109.7,110.08,109.67,109.97,146001
2021/9/20,109.89,110.04,109.32,109.38,156165
2021/9/21,109.38,109.71,109.18,109.2,181665
2021/9/22,109.2,109.9,109.12,109.77,236237
2021/9/23,109.77,110.35,109.73,110.32,160616
2021/9/24,110.32,110.79,110.25,110.74,149499
2021/9/27,110.63,111.06,110.53,110.99,144415
2021/9/28,110.99,111.64,110.94,111.48,193356
2021/9/29,111.48,112.05,111.21,111.94,187264
2021/9/30,111.94,112.08,111.24,111.25,205538
2021/10/1,111.25,111.49,110.91,111.06,246296
2021/10/4,110.89,111.3,110.82,110.92,221818
2021/10/5,110.92,111.56,110.83,111.45,198308
2021/10/6,111.45,111.79,111.2,111.39,225253
2021/10/7,111.39,111.65,111.23,111.61,167205
2021/10/8,111.61,112.25,111.51,112.21,208883
2021/10/11,112.12,113.41,112.12,113.3,133687
2021/10/12,113.3,113.79,113,113.61,214975
2021/10/13,113.61,113.81,113.23,113.25,207781
2021/10/14,113.25,113.72,113.21,113.68,168713
2021/10/15,113.68,114.47,113.62,114.2,221646
2021/10/18,114.22,114.45,114.02,114.32,215676
2021/10/19,114.32,114.4,113.88,114.36,171568
2021/10/20,114.36,114.7,114.08,114.28,186512
2021/10/21,114.28,114.42,113.65,113.97,191048
2021/10/22,113.97,114.21,113.41,113.47,204989
2021/10/25,113.55,113.92,113.42,113.71,176177
2021/10/26,113.71,114.31,113.68,114.13,144510
2021/10/27,114.13,114.22,113.39,113.82,247162
2021/10/28,113.82,113.87,113.25,113.57,247679
2021/10/29,113.57,114.1,113.39,113.98,214094
2021/11/1,114.05,114.44,113.94,114,181734
2021/11/2,114,114.13,113.46,113.95,197042
2021/11/3,113.95,114.22,113.72,114,191861
2021/11/4,114,114.28,113.51,113.74,200828
2021/11/5,113.74,114.03,113.3,113.39,206296
2021/11/8,113.32,113.67,113.08,113.22,159563
2021/11/9,113.22,113.29,112.72,112.84,195665
2021/11/10,112.84,114.02,112.78,113.9,231811
2021/11/11,113.9,114.16,113.81,114.06,137833
2021/11/12,114.06,114.3,113.76,113.85,152136
2021/11/15,113.92,114.22,113.75,114.12,140106
2021/11/16,114.12,114.85,114.08,114.81,160505
2021/11/17,114.81,114.97,113.94,114.08,166551
2021/11/18,114.08,114.49,113.88,114.24,167316
2021/11/19,114.24,114.54,113.59,113.98,217560
2021/11/22,113.91,114.96,113.91,114.87,175719
2021/11/23,114.87,115.19,114.48,115.12,208298
2021/11/24,115.12,115.52,114.83,115.41,199165
2021/11/25,115.41,115.46,115.24,115.32,138180
2021/11/26,115.32,115.36,113.05,113.21,352549
2021/11/29,113.7,113.96,112.99,113.53,272490
2021/11/30,113.53,113.89,112.53,113.15,372527
2021/12/1,113.15,113.63,112.67,112.76,266295
2023/2/7,132.62,132.71,130.47,131,597688
2023/2/8,131,131.54,130.6,131.34,447417
2023/2/9,131.34,131.83,130.34,131.54,474544
2023/2/10,131.54,131.88,129.8,131.42,594052
2023/2/13,131.11,132.91,131.11,132.36,375139
2023/2/14,132.36,133.31,131.5,133.11,669410
2023/2/15,133.11,134.36,132.54,134.14,461197
2023/2/16,134.14,134.46,133.6,133.94,493460
2023/2/17,133.94,135.12,133.92,134.14,410317
2023/2/20,134.2,134.54,133.92,134.17,267507
2023/2/21,134.17,135.23,134.15,134.99,409764
2023/2/22,134.99,135.06,134.36,134.89,445712
2023/2/23,134.89,135.36,134.48,134.69,334410
2023/2/24,134.69,136.52,134.05,136.47,460329
2023/2/27,136.4,136.56,135.91,136.13,351723
2023/2/28,136.13,136.92,135.73,136.11,364768
2023/3/1,136.11,136.47,135.25,136.13,406513
2023/3/2,136.13,137.1,136.02,136.76,415482
2023/3/3,136.76,136.77,135.74,135.8,356658
2023/3/6,135.94,136.19,135.36,135.91,331899
2023/3/7,135.91,137.19,135.54,137.14,400056
2023/3/8,137.14,137.91,136.47,137.29,392327
2023/3/9,137.29,137.35,135.93,136.13,338006
2023/3/10,136.13,137,134.11,135.06,650201
2023/3/13,134.52,135.05,132.28,133.17,930711
2023/3/14,133.17,134.9,133.03,134.21,715368
2023/3/15,134.21,135.11,132.21,133.38,870268
2023/3/16,133.38,133.83,131.72,133.71,811085
2023/3/17,133.71,133.75,131.55,131.83,581922
2023/3/20,131.8,132.65,130.54,131.31,668459
2023/3/21,131.31,132.63,131.03,132.48,401367
2023/3/22,132.48,133,131,131.37,472941
2023/3/23,131.37,131.66,130.31,130.77,540908
2023/3/24,130.77,130.94,129.64,130.71,562634
2023/3/27,130.52,131.76,130.49,131.53,365626
2023/3/28,131.53,131.56,130.4,130.81,368658
2023/3/29,130.81,132.89,130.76,132.86,373363
2023/3/30,132.86,132.97,132.2,132.63,366888
2023/3/31,132.63,133.59,132.57,132.73,413564
2023/4/3,133.35,133.76,132.2,132.37,396776
2023/4/4,132.37,133.17,131.52,131.7,385090
2023/4/5,131.7,131.84,130.63,131.3,408154
2023/4/6,131.3,131.9,130.77,131.76,295785
2023/4/7,131.76,132.38,131.52,132.14,239703
2023/4/10,132.09,133.87,131.83,133.59,288488
2023/4/11,133.59,133.81,132.97,133.67,295698
2023/4/12,133.67,134.05,132.73,133.13,388020
2023/4/13,133.13,133.39,132.02,132.56,319027
2023/4/14,132.56,133.84,132.17,133.73,352857
2023/4/17,133.8,134.57,133.71,134.42,278857
2023/4/18,134.42,134.7,133.86,134.09,309930
2023/4/19,134.09,135.14,133.95,134.67,312146
2023/4/20,134.67,134.97,134.01,134.22,316930
2023/4/21,134.22,134.49,133.54,134.1,305537
2023/4/24,133.93,134.73,133.89,134.24,234227
2023/4/25,134.24,134.48,133.36,133.74,323051
2023/4/26,133.74,133.94,133.01,133.66,394641
2023/4/27,133.66,134.2,133.2,133.97,328248
2023/4/28,133.97,136.56,133.37,136.28,491116
2023/5/1,136.16,137.54,136.12,137.48,263086
2023/5/2,137.48,137.77,136.31,136.51,368976
2023/5/3,136.51,136.61,134.67,134.68,416700
2023/5/4,134.68,134.88,133.5,134.27,516802
2023/5/5,134.27,135.12,133.88,134.82,322380
2023/5/8,134.82,135.3,134.64,135.08,269850
2023/5/9,135.08,135.36,134.72,135.21,347929
2023/5/10,135.21,135.47,134.11,134.28,436162
2023/5/11,134.28,134.84,133.74,134.53,459170
2023/5/12,134.53,135.75,134.4,135.74,336382
2023/5/15,135.66,136.32,135.62,136.1,301774
2023/5/16,136.1,136.68,135.65,136.36,315337
2023/5/17,136.36,137.71,136.3,137.67,307247
2023/5/18,137.67,138.75,137.29,138.71,333389
2023/5/19,138.71,138.72,137.42,137.91,388531
2023/5/22,137.96,138.69,137.49,138.59,328283
2023/5/23,138.59,138.91,138.24,138.58,395429
2023/5/24,138.58,139.48,138.23,139.45,378865
